Timestamp;Value;Quality;Tagname;TagId;Description;Engineering Unit;Project Status;Range Low;Range High;
2025.10.28 00:00:00.000 GMT+00:00;4.4298987;195;10MAV42CP017§§XQ01;28311632;КОЛЛ СМАЗ МАСЛ 2 $ LUBE OIL HEADER 2;bar;1;0.0;6.0;
2025.10.28 00:00:00.000 GMT+00:00;4.415178;195;10MAV42CP018§§XQ01;28311808;КОЛЛ СМАЗ МАСЛ 3 $ LUBE OIL HEADER 3;bar;1;0.0;6.0;
2025.10.28 00:00:00.000 GMT+00:00;50.199997;195;10MAV42CT001A§§XQ01;28311903;ТЕМП за СМ ТЕМП У-КЛ $ TEMP D/STR LO TEMP CTRL-V;°C;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;4.4230566;195;10MAV42FP016§§XQ01;28311747;КОЛЛ СМАЗ МАСЛ $ LUBE OIL HEADER;bar;1;0.0;6.0;
2025.10.28 00:00:00.000 GMT+00:00;-6.283637;195;10MAV82CP001§XQ02§OUT;28312749;Output Value;mbar;1;-15.0;0.0;
2025.10.28 00:00:00.000 GMT+00:00;-6.283637;195;10MAV82CP001§§XQ01;28311881;ДАВ МАСЛ ПАР ВЫХЛ $ PRES OIL VAPOUR EXHAUST;mbar;1;-15.0;0.0;
2025.10.28 00:00:00.000 GMT+00:00;9.179993;195;10MAW10AA151T§§XQ01;28312028;УПЛ ПАР УПР КЛ $ SEAL STEAM CTRL VLV;%;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;10.463686;195;10MAW10CG151§§XQ01;28311880;УПЛ ПАР УПР КЛ ПОЗ $ SEAL STEAM CTRL VLV POS;%;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;35.06655;195;10MAW20CP001§§XQ01;28311898;УП ПИТ КЛАП перед P 1 $ SS SUP-V U/STR P 1;mbar;1;-10.0;90.0;
2025.10.28 00:00:00.000 GMT+00:00;35.06655;195;10MAW20CP901§§XQ01;28312078;УП КОЛЛ P $ SS MFLD P;mbar;1;-10.0;90.0;
2025.10.28 00:00:00.000 GMT+00:00;277.90002;195;10MAW20CT001A§§XQ01;28312000;УП КОЛЛ ПРД Т $ SS MFLD FR T;°C;1;0.0;400.0;
2025.10.28 00:00:00.000 GMT+00:00;265.10004;195;10MAW20CT003A§§XQ01;28312114;УП КОЛЛ ЗД Т $ SS MFLD RR T;°C;1;0.0;400.0;
2025.10.28 00:00:00.000 GMT+00:00;35.0;227;10MAW20DP001§ACON_1§OUT;28312769;Output Value;;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;0.067276;195;10MAW20DP001§MUL_4§OUT;28312770;Product;;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;17.6669;195;10MAW20DP001§§XQ01;28311913;УПЛ ПАР УПР $ SEAL STEAM CTRL;%;1;-105.0;105.0;
